id,created_at,amenity_slug,description,website_url,logo_url,vibe_tags,booking_required,available_in_tr,price_level,opening_hours,terminal_code,airport_code,name
20022,2025-08-02T17:52:45.408Z,muji-jewel-final,"Minimalist Japanese home goods",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-JEWEL,SIN,"Muji"
20023,2025-08-02T17:52:45.408Z,manulife-sky-nets-t1-final,"Walking and bouncing nets suspended in the air",,,"{Explore,Fun}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Manulife Sky Nets"
20024,2025-08-02T17:52:45.408Z,mirror-maze-t1-final,"Immersive mirror maze experience",,,"{Explore,Fun}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Mirror Maze"
20025,2025-08-02T17:52:45.408Z,rain-vortex-t1-final,"The world's tallest indoor waterfall",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Rain Vortex"
20026,2025-08-02T17:52:45.408Z,shiseido-forest-valley-t1-final,"Lush indoor forest with walking trails",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Shiseido Forest Valley"
20027,2025-08-02T17:52:45.408Z,entertainment-deck-t1-final,"Games and entertainment zone",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Entertainment Deck"
20028,2025-08-02T17:52:45.408Z,butterfly-garden-t1-final,"Tropical butterfly habitat with flowering plants",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Butterfly Garden"
20029,2025-08-02T17:52:45.408Z,cactus-garden-t1-final,"Outdoor roof garden with over 100 species of cacti",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Cactus Garden"
20030,2025-08-02T17:52:45.408Z,koi-pond-t1-final,"Tranquil pond with Japanese koi fish",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Koi Pond"
20031,2025-08-02T17:52:45.408Z,sunflower-garden-t1-final,"Rooftop garden with viewing gallery",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Sunflower Garden"
20032,2025-08-02T17:52:45.408Z,tiger-street-lab-t1-final,"Craft beer and local fare",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Tiger Street Lab"
20033,2025-08-02T17:52:45.408Z,din-tai-fung-t1-final,"Renowned Taiwanese restaurant famous for xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Din Tai Fung"
20034,2025-08-02T17:52:45.408Z,paradise-dynasty-t1-final,"Known for signature colorful xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Paradise Dynasty"
20035,2025-08-02T17:52:45.408Z,bee-cheng-hiang-t1-final,"Famous for its barbecued pork jerky",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Bee Cheng Hiang"
20036,2025-08-02T17:52:45.408Z,koi-th-t1-final,"Premium Taiwanese bubble tea",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Koi Thé"
20037,2025-08-02T17:52:45.408Z,sushi-tei-t1-final,"Premium sushi and Japanese cuisine",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Sushi Tei"
20038,2025-08-02T17:52:45.408Z,song-fa-bak-kut-teh-t1-final,"Award-winning pork rib soup",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Song Fa Bak Kut Teh"
20039,2025-08-02T17:52:45.408Z,crowne-plaza-changi-airport-t1-final,"Luxury hotel connected to Terminal 3",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Crowne Plaza Changi Airport"
20040,2025-08-02T17:52:45.408Z,ambassador-transit-hotel-t1-final,"In-terminal hotel for transiting passengers",,,"{Chill,Comfort}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Ambassador Transit Hotel"
20041,2025-08-02T17:52:45.408Z,singapore-airlines-silverkris-lounge-t1-final,"Premium lounge for Singapore Airlines first and business class passengers",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Singapore Airlines SilverKris Lounge"
20042,2025-08-02T17:52:45.408Z,sats-premier-lounge-t1-final,"Comfortable lounge with shower facilities",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"SATS Premier Lounge"
20043,2025-08-02T17:52:45.408Z,dnata-lounge-t1-final,"Modern lounge with extensive food options",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"dnata Lounge"
20044,2025-08-02T17:52:45.408Z,uob-currency-exchange-t1-final,"Competitive rates for currency exchange",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"UOB Currency Exchange"
20045,2025-08-02T17:52:45.408Z,telecommunications-kiosk-t1-final,"SIM cards and mobile services",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Telecommunications Kiosk"
20046,2025-08-02T17:52:45.408Z,trs-tax-refund-t1-final,"Tourist refund scheme counter",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"TRS Tax Refund"
20047,2025-08-02T17:52:45.408Z,spa-express-t1-final,"Quick massage and spa treatments",,,"{Chill,Comfort}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Spa Express"
20048,2025-08-02T17:52:45.408Z,lotte-duty-free-t1-final,"Korean duty-free retailer",,,"{Shop}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Lotte Duty Free"
20049,2025-08-02T17:52:45.408Z,zara-t1-final,"Spanish fast fashion retailer",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Zara"
20050,2025-08-02T17:52:45.408Z,eu-yan-sang-t1-final,"Traditional Chinese medicine",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Eu Yan Sang"
20051,2025-08-02T17:52:45.408Z,muji-t1-final,"Minimalist Japanese home goods",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Muji"
20052,2025-08-02T17:52:45.408Z,tokyu-hands-t1-final,"Japanese lifestyle store",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T1,SIN,"Tokyu Hands"
20053,2025-08-02T17:52:45.408Z,canopy-park-t2-final,"Indoor park with nets, mazes and slides",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Canopy Park"
20054,2025-08-02T17:52:45.408Z,foggy-bowls-t2-final,"Mist-filled play areas for children",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Foggy Bowls"
20055,2025-08-02T17:52:45.408Z,mirror-maze-t2-final,"Immersive mirror maze experience",,,"{Explore,Fun}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Mirror Maze"
20056,2025-08-02T17:52:45.408Z,rain-vortex-t2-final,"The world's tallest indoor waterfall",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Rain Vortex"
20057,2025-08-02T17:52:45.408Z,entertainment-deck-t2-final,"Games and entertainment zone",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Entertainment Deck"
20058,2025-08-02T17:52:45.408Z,butterfly-garden-t2-final,"Tropical butterfly habitat with flowering plants",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Butterfly Garden"
20059,2025-08-02T17:52:45.408Z,cactus-garden-t2-final,"Outdoor roof garden with over 100 species of cacti",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Cactus Garden"
20060,2025-08-02T17:52:45.408Z,koi-pond-t2-final,"Tranquil pond with Japanese koi fish",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Koi Pond"
20061,2025-08-02T17:52:45.408Z,sunflower-garden-t2-final,"Rooftop garden with viewing gallery",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Sunflower Garden"
20062,2025-08-02T17:52:45.408Z,bengawan-solo-t2-final,"Traditional Singaporean cakes and kueh",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Bengawan Solo"
20063,2025-08-02T17:52:45.408Z,tiger-street-lab-t2-final,"Craft beer and local fare",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Tiger Street Lab"
20064,2025-08-02T17:52:45.408Z,din-tai-fung-t2-final,"Renowned Taiwanese restaurant famous for xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Din Tai Fung"
20065,2025-08-02T17:52:45.408Z,paradise-dynasty-t2-final,"Known for signature colorful xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Paradise Dynasty"
20066,2025-08-02T17:52:45.408Z,koi-th-t2-final,"Premium Taiwanese bubble tea",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Koi Thé"
20067,2025-08-02T17:52:45.408Z,old-chang-kee-t2-final,"Local curry puffs and fried snacks",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Old Chang Kee"
20068,2025-08-02T17:52:45.408Z,song-fa-bak-kut-teh-t2-final,"Award-winning pork rib soup",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Song Fa Bak Kut Teh"
20069,2025-08-02T17:52:45.408Z,aerotel-singapore-t2-final,"Airport transit hotel with swimming pool",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Aerotel Singapore"
20070,2025-08-02T17:52:45.408Z,yotelair-singapore-changi-t2-final,"Modern capsule-style transit hotel inside the terminal",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"YOTELAIR Singapore Changi"
20071,2025-08-02T17:52:45.408Z,cathay-pacific-lounge-t2-final,"Elegant lounge for Cathay Pacific passengers",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Cathay Pacific Lounge"
20072,2025-08-02T17:52:45.408Z,singapore-airlines-silverkris-lounge-t2-final,"Premium lounge for Singapore Airlines first and business class passengers",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Singapore Airlines SilverKris Lounge"
20073,2025-08-02T17:52:45.408Z,dnata-lounge-t2-final,"Modern lounge with extensive food options",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"dnata Lounge"
20074,2025-08-02T17:52:45.408Z,travelex-t2-final,"Global foreign exchange services",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Travelex"
20075,2025-08-02T17:52:45.408Z,uob-currency-exchange-t2-final,"Competitive rates for currency exchange",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"UOB Currency Exchange"
20076,2025-08-02T17:52:45.408Z,telecommunications-kiosk-t2-final,"SIM cards and mobile services",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Telecommunications Kiosk"
20077,2025-08-02T17:52:45.408Z,trs-tax-refund-t2-final,"Tourist refund scheme counter",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"TRS Tax Refund"
20078,2025-08-02T17:52:45.408Z,kinokuniya-t2-final,"Comprehensive Japanese bookstore",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Kinokuniya"
20079,2025-08-02T17:52:45.408Z,uniqlo-t2-final,"Japanese casual wear designer",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Uniqlo"
20080,2025-08-02T17:52:45.408Z,zara-t2-final,"Spanish fast fashion retailer",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Zara"
20081,2025-08-02T17:52:45.408Z,irvins-salted-egg-t2-final,"Popular salted egg fish skin and chips",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Irvins Salted Egg"
20082,2025-08-02T17:52:45.408Z,eu-yan-sang-t2-final,"Traditional Chinese medicine",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Eu Yan Sang"
20083,2025-08-02T17:52:45.408Z,muji-t2-final,"Minimalist Japanese home goods",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T2,SIN,"Muji"
20084,2025-08-02T17:52:45.408Z,canopy-park-t3-final,"Indoor park with nets, mazes and slides",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Canopy Park"
20085,2025-08-02T17:52:45.408Z,foggy-bowls-t3-final,"Mist-filled play areas for children",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Foggy Bowls"
20086,2025-08-02T17:52:45.408Z,the-slidet3-t3-final,"World's tallest slide in an airport",,,"{Explore,Fun}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"The Slide@T3"
20087,2025-08-02T17:52:45.408Z,changi-experience-studio-t3-final,"Interactive digital attraction about Changi Airport",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Changi Experience Studio"
20088,2025-08-02T17:52:45.408Z,entertainment-deck-t3-final,"Games and entertainment zone",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Entertainment Deck"
20089,2025-08-02T17:52:45.408Z,butterfly-garden-t3-final,"Tropical butterfly habitat with flowering plants",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Butterfly Garden"
20090,2025-08-02T17:52:45.408Z,cactus-garden-t3-final,"Outdoor roof garden with over 100 species of cacti",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Cactus Garden"
20091,2025-08-02T17:52:45.408Z,koi-pond-t3-final,"Tranquil pond with Japanese koi fish",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Koi Pond"
20092,2025-08-02T17:52:45.408Z,sunflower-garden-t3-final,"Rooftop garden with viewing gallery",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Sunflower Garden"
20093,2025-08-02T17:52:45.408Z,bengawan-solo-t3-final,"Traditional Singaporean cakes and kueh",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Bengawan Solo"
20094,2025-08-02T17:52:45.408Z,tiger-street-lab-t3-final,"Craft beer and local fare",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Tiger Street Lab"
20095,2025-08-02T17:52:45.408Z,din-tai-fung-t3-final,"Renowned Taiwanese restaurant famous for xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Din Tai Fung"
20096,2025-08-02T17:52:45.408Z,paradise-dynasty-t3-final,"Known for signature colorful xiaolongbao",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Paradise Dynasty"
20097,2025-08-02T17:52:45.408Z,bee-cheng-hiang-t3-final,"Famous for its barbecued pork jerky",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Bee Cheng Hiang"
20098,2025-08-02T17:52:45.408Z,ya-kun-kaya-toast-t3-final,"Traditional Singaporean breakfast sets",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Ya Kun Kaya Toast"
20099,2025-08-02T17:52:45.408Z,sushi-tei-t3-final,"Premium sushi and Japanese cuisine",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Sushi Tei"
20100,2025-08-02T17:52:45.408Z,aerotel-singapore-t3-final,"Airport transit hotel with swimming pool",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Aerotel Singapore"
20101,2025-08-02T17:52:45.408Z,yotelair-singapore-changi-t3-final,"Modern capsule-style transit hotel inside the terminal",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"YOTELAIR Singapore Changi"
20102,2025-08-02T17:52:45.408Z,cathay-pacific-lounge-t3-final,"Elegant lounge for Cathay Pacific passengers",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Cathay Pacific Lounge"
20103,2025-08-02T17:52:45.408Z,sats-premier-lounge-t3-final,"Comfortable lounge with shower facilities",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"SATS Premier Lounge"
20104,2025-08-02T17:52:45.408Z,dnata-lounge-t3-final,"Modern lounge with extensive food options",,,"{Chill,Comfort,Work}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"dnata Lounge"
20105,2025-08-02T17:52:45.408Z,uob-currency-exchange-t3-final,"Competitive rates for currency exchange",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"UOB Currency Exchange"
20106,2025-08-02T17:52:45.408Z,telecommunications-kiosk-t3-final,"SIM cards and mobile services",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Telecommunications Kiosk"
20107,2025-08-02T17:52:45.408Z,trs-tax-refund-t3-final,"Tourist refund scheme counter",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"TRS Tax Refund"
20108,2025-08-02T17:52:45.408Z,spa-express-t3-final,"Quick massage and spa treatments",,,"{Chill,Comfort}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Spa Express"
20109,2025-08-02T17:52:45.408Z,kinokuniya-t3-final,"Comprehensive Japanese bookstore",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Kinokuniya"
20110,2025-08-02T17:52:45.408Z,lotte-duty-free-t3-final,"Korean duty-free retailer",,,"{Shop}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Lotte Duty Free"
20111,2025-08-02T17:52:45.408Z,uniqlo-t3-final,"Japanese casual wear designer",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Uniqlo"
20112,2025-08-02T17:52:45.408Z,irvins-salted-egg-t3-final,"Popular salted egg fish skin and chips",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Irvins Salted Egg"
20113,2025-08-02T17:52:45.408Z,muji-t3-final,"Minimalist Japanese home goods",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Muji"
20114,2025-08-02T17:52:45.408Z,tokyu-hands-t3-final,"Japanese lifestyle store",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T3,SIN,"Tokyu Hands"
20115,2025-08-02T17:52:45.408Z,canopy-park-t4-final,"Indoor park with nets, mazes and slides",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Canopy Park"
20116,2025-08-02T17:52:45.408Z,manulife-sky-nets-t4-final,"Walking and bouncing nets suspended in the air",,,"{Explore,Fun}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Manulife Sky Nets"
20117,2025-08-02T17:52:45.408Z,mirror-maze-t4-final,"Immersive mirror maze experience",,,"{Explore,Fun}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Mirror Maze"
20118,2025-08-02T17:52:45.408Z,changi-experience-studio-t4-final,"Interactive digital attraction about Changi Airport",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Changi Experience Studio"
20119,2025-08-02T17:52:45.408Z,entertainment-deck-t4-final,"Games and entertainment zone",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Entertainment Deck"
20120,2025-08-02T17:52:45.408Z,butterfly-garden-t4-final,"Tropical butterfly habitat with flowering plants",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Butterfly Garden"
20121,2025-08-02T17:52:45.408Z,cactus-garden-t4-final,"Outdoor roof garden with over 100 species of cacti",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Cactus Garden"
20122,2025-08-02T17:52:45.408Z,koi-pond-t4-final,"Tranquil pond with Japanese koi fish",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Koi Pond"
20123,2025-08-02T17:52:45.408Z,sunflower-garden-t4-final,"Rooftop garden with viewing gallery",,,"{Chill,Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Sunflower Garden"
20124,2025-08-02T17:52:45.408Z,tiger-street-lab-t4-final,"Craft beer and local fare",,,"{Explore}",false,true,$$,{"Monday-Sunday": "06:00-23:00"},SIN-T4,SIN,"Tiger Street Lab"
